'1151-5','BLITZ','Neutered Male','Canine',2034,60.3,'pounds'
'1152-1','CUTIE PIE','Female','Canine',3482,10.3,'pounds'
'1152-2','DOMINO','Male','Canine',3482,12.7,'pounds'
'1153-1','MISSY','Spayed Female','Feline',3589,8.2,'pounds'
'1158-1','JASMINE','Spayed Female','Canine',6559,13,'pounds'
'1158-4','MAGGIE','Spayed Female','Feline',,10.1,'pounds'
'1158-5','JIG','Neutered Male','Feline',1753,3.15,'pounds'
'1159-2','TOBY','Neutered Male','Canine',,4.1,'pounds'
'1159-3','KALIE','Spayed Female','Canine',,17,'pounds'
'1159-4','ZOE','Spayed Female','Canine',4203,8.1,'pounds'
'1159-5','LUCKY','Neutered Male','Canine',3047,23,'pounds'
'1159-7','AUTUMN','Spayed Female','Canine',2154,14.1,'pounds'
'1161-10','BOOMER','Male','Canine',2697,14.6,'pounds'
'1161-11','LUCY','Female','Canine',2323,55.6,'pounds'
'1161-3','WILLIE','Male','Canine',4796,30.9,'pounds'
'1161-4','PEARL','Spayed Female','Canine',5037,55.4,'pounds'
'1161-5','CYCLONE','Male','Canine',3860,64.4,'pounds'
'1161-8','SOPHIE','Spayed Female','Canine',3060,36,'pounds'
'1161-9','SIDNEY','Spayed Female','Canine',3514,47,'pounds'
'1165-1','GABRIEL','Spayed Female','Canine',,26,'pounds'
'1165-3','MAX','Neutered Male','Feline',5772,9.4,'pounds'
'1165-4','DAISY','Spayed Female','Canine',,86.4,'pounds'
'1165-5','WHISKERS','Neutered Male','Feline',2838,5.05,'pounds'
'1165-6','BLACKIE','Neutered Male','Feline',1670,9.2,'pounds'
'1165-7','LILY','Spayed Female','Feline',1670,8.1,'pounds'
'1166-1','REGGIE','Neutered Male','Feline',5413,12.01,'pounds'
'1167-2','BRUISER','Male','Canine',7825,13,'pounds'
'1177-1','LADY','Spayed Female','Canine',6988,101.5,'pounds'
'1177-2','ZARKEN','Female','Canine',6594,72,'pounds'
'1179-1','SCRUFFY','Neutered Male','Canine',7659,53,'pounds'
'1179-2','ROWDY FOX','Neutered Male','Canine',901,6.3,'pounds'
'1181-2','PUFFY','Spayed Female','Feline',3894,10,'pounds'
'1183-1','DOTTIE','Spayed Female','Canine',742,26,'pounds'
'1183-2','BABY','Spayed Female','Canine',5619,23,'pounds'
'1183-3','BELLE','Spayed Female','Canine',1386,45.9,'pounds'
'1185-1','NORMAN','Neutered Male','Canine',,83.7,'pounds'
'1185-3','BUDDY','Neutered Male','Canine',3725,90,'pounds'
'1187-2','CHIEF','Male','Canine',5776,42,'pounds'
'1187-5','BO','Neutered Male','Canine',3953,77,'pounds'
'1187-7','SLICK','Spayed Female','Feline',2347,5,'pounds'
'1189-1','KRISTIE','Spayed Female','Feline',9151,7.8,'pounds'
'119-2','MUFFIN','Spayed Female','Canine',7994,10,'pounds'
'119-3','ROCKY DA-BEAR','Male','Canine',5984,6,'pounds'
